user,GENDER,AGE,REGION,MUSIC,0,1,2,3,4,Q_POP,Q_NEW_MUSIC,Q_DANCE,LIST
39109,1,6,South,3,1,0,0,0,0,1,2,1,2
26032,1,2,North,2,0,0,0,0,0,2,1,0,1
13804,1,2,Midlands,3,1,0,0,0,0,1,2,0,1
37238,0,1,North,3,1,0,0,1,0,2,2,1,0
1779,0,3,Midlands,3,1,0,0,0,0,2,1,0,0
400,1,2,South,4,1,0,0,0,0,2,3,1,0
39476,1,4,North,3,1,0,0,0,0,2,2,2,0
50448,1,4,Northern Ireland,3,0,0,0,1,0,2,1,1,2
31996,1,2,South,4,1,-1,0,0,0,1,2,1,2
36937,0,2,Northern Ireland,4,1,0,0,1,0,2,2,0,1
9760,0,2,Midlands,3,0,0,1,0,0,3,3,2,1
42556,1,5,Midlands,3,0,0,0,1,0,2,1,1,1
4671,1,3,South,3,1,0,1,0,0,2,2,1,2
20762,0,4,North,4,1,0,0,0,1,2,2,1,3
35379,1,5,Midlands,3,1,1,0,0,0,2,1,1,2
4939,0,2,South,0,1,0,1,0,0,2,2,2,2
12199,0,3,Northern Ireland,3,1,0,0,0,0,3,3,1,1
16120,1,3,Midlands,3,1,0,0,0,0,1,2,1,2
20895,1,3,North,3,1,0,0,0,1,2,3,0,2
39449,1,4,Midlands,2,1,0,0,0,0,2,2,1,0
30343,1,2,South,3,-1,1,0,0,0,1,2,1,1
31555,1,3,North,2,-1,0,0,0,0,1,1,2,1
8707,0,6,Midlands,4,0,0,0,0,0,0,1,0,3
30311,1,5,Midlands,2,0,-1,0,0,0,2,0,0,0
31877,0,3,South,3,1,0,0,0,0,2,1,1,1
39810,1,5,North,2,1,0,0,0,0,2,1,0,0
40959,1,2,Midlands,4,0,0,0,0,0,2,2,3,0
24106,0,4,South,3,0,0,0,0,0,2,2,0,1
6821,0,5,North,3,0,0,1,0,0,2,0,0,0
28833,1,5,North,1,0,0,0,0,0,0,0,0,1
26185,1,4,North,3,0,0,0,0,0,1,1,2,2
1886,1,7,Midlands,4,-1,0,0,0,0,0,2,0,1
32937,1,2,North,4,1,0,0,0,0,3,3,3,1
12376,1,3,North,4,1,0,0,0,1,1,1,1,1
2338,1,3,North,4,1,0,1,0,0,2,2,2,2
2679,0,4,South,4,1,0,1,0,0,2,2,2,1
14528,1,6,South,4,1,0,0,0,1,1,2,0,2
48032,1,3,Midlands,2,0,0,0,0,0,1,1,1,1
9477,1,4,Midlands,3,1,0,1,0,0,3,2,0,1
22909,0,3,North,3,1,0,0,0,0,2,2,1,2
12845,0,6,North,3,1,0,0,0,0,1,0,1,1
22271,1,2,Midlands,4,0,0,0,0,0,1,2,2,3
3850,0,1,North,4,1,0,1,0,0,3,3,2,2
2281,1,5,North,2,1,0,-1,0,0,2,0,0,0
7433,1,7,North,2,0,0,1,0,0,1,0,1,1
42976,0,4,Midlands,2,0,0,0,1,0,2,1,0,5
47196,0,1,South,4,0,0,0,1,0,3,3,2,2
35935,1,1,North,0,0,1,0,0,0,2,2,2,1
10153,1,3,North,2,0,0,1,0,0,3,2,3,1
45873,0,6,South,2,0,0,0,0,0,2,1,0,1
16523,0,5,Midlands,3,1,0,0,0,1,2,2,0,0
1747,0,4,Midlands,2,1,0,0,0,0,1,1,0,1
32472,1,6,North,3,1,0,0,0,0,2,2,0,2
49903,0,4,South,3,0,0,0,1,0,2,2,2,1
14217,1,2,South,4,0,0,0,0,1,2,2,2,1
29734,0,1,South,4,0,1,0,0,0,2,3,2,1
31733,1,2,North,1,1,1,0,0,0,0,0,0,1
37331,1,4,North,4,1,0,0,1,0,2,2,1,1
20520,1,1,South,4,1,0,0,0,1,3,2,0,1
12096,0,4,North,2,0,0,0,0,0,2,1,0,0
15769,0,4,Midlands,3,1,0,0,0,1,2,2,2,0
5901,0,2,Midlands,4,0,0,1,0,0,3,2,0,1
10649,1,6,Midlands,4,1,0,0,0,0,2,2,0,1
41695,1,5,Midlands,3,0,0,0,1,0,2,2,0,0
18492,1,3,Northern Ireland,3,0,0,0,0,1,2,2,1,0
42257,1,1,North,4,0,0,0,0,0,2,3,2,1
35746,0,3,Northern Ireland,3,1,1,0,0,0,3,2,2,0
17936,1,3,North,4,0,0,0,0,0,2,3,2,1
39487,1,5,Midlands,4,1,0,0,0,0,2,2,2,1
2665,1,4,Midlands,4,1,0,1,0,0,2,3,3,3
35323,1,1,North,0,0,0,0,0,0,0,1,1,1
46071,1,6,North,3,0,0,0,1,0,1,1,0,0
27555,0,3,Midlands,3,0,0,0,0,0,2,1,0,0
42593,1,3,Midlands,3,0,0,0,1,0,2,1,0,0
16949,1,6,South,4,0,0,0,0,0,2,2,0,1
22342,1,6,South,1,0,0,0,0,0,2,0,1,0
34474,1,6,North,3,-1,-1,0,0,0,2,2,0,1
6168,1,5,North,4,0,0,1,0,0,2,2,1,1
39182,1,5,Midlands,4,-1,0,0,0,0,2,2,0,1
34363,1,6,North,1,0,0,0,0,0,0,0,0,1
46544,0,5,South,4,0,0,0,1,0,3,2,1,1
38894,0,5,Midlands,4,1,0,0,0,0,1,2,1,1
2687,1,2,North,2,0,0,0,0,0,2,1,1,0
27719,1,2,South,4,0,0,0,0,0,0,3,0,0
17782,1,5,South,3,0,0,0,0,-1,0,1,0,1
41769,0,2,Midlands,4,0,0,0,1,0,2,1,2,0
46381,0,4,Northern Ireland,2,0,0,0,1,0,2,0,1,0
12334,1,6,Midlands,4,0,0,0,0,0,3,2,0,1
2084,1,5,Midlands,2,0,0,0,0,0,0,1,0,0
7215,0,6,South,3,0,0,1,0,0,3,1,0,1
7953,0,5,Midlands,4,1,0,1,0,0,2,1,0,3
50886,0,5,North,4,0,0,0,1,0,3,3,2,0
41352,1,6,Midlands,4,0,0,0,0,0,3,2,1,4
45390,1,2,Midlands,4,0,0,0,1,0,2,1,1,1
35541,1,5,South,4,1,1,0,0,0,2,2,2,1
42905,0,4,South,3,0,0,0,0,0,2,1,1,1
39214,1,2,Midlands,3,-1,0,0,0,0,2,2,0,0
43758,0,1,North,3,0,0,0,1,0,3,2,2,1
10144,0,2,North,2,0,0,0,0,0,2,2,2,1
49066,0,2,North,4,0,0,0,1,0,3,3,3,5
36286,0,1,Midlands,3,1,0,0,1,0,1,2,1,1
35937,1,4,Midlands,3,0,1,0,0,0,2,2,2,4
33503,1,1,South,3,1,0,0,0,0,2,3,2,1
12171,0,3,South,3,1,0,0,0,1,0,2,0,2
48823,1,4,Northern Ireland,4,0,0,0,1,0,2,2,1,0
36194,1,2,North,4,1,0,0,0,0,0,2,1,1
3354,1,2,North,4,0,0,0,0,0,0,0,0,2
35384,1,5,North,2,1,0,0,0,0,1,0,0,1
10062,0,5,South,1,0,0,1,0,0,1,1,2,0
6572,0,6,South,3,0,0,0,0,0,0,0,0,0
39530,0,3,North,3,0,0,0,0,0,3,1,0,0
11328,1,1,South,2,0,0,0,0,0,2,1,0,1
40767,1,4,South,2,0,0,0,0,0,1,1,0,0
36628,0,6,Midlands,3,1,0,0,1,0,1,1,0,1
30819,1,4,North,3,0,0,0,0,0,3,2,1,1
2838,1,5,North,2,1,0,1,0,0,2,1,1,6
31234,0,2,Midlands,2,-1,1,0,0,0,0,1,0,1
35590,0,4,North,4,1,1,0,0,0,3,1,1,1
17529,1,1,North,4,1,0,0,0,1,2,2,2,1
6123,1,1,South,3,0,0,1,0,0,2,0,2,0
48586,1,5,Midlands,3,1,0,0,1,0,3,2,1,0
20713,1,3,North,2,1,0,0,0,1,2,3,2,2
49607,1,1,Midlands,4,1,0,0,0,0,3,3,0,3
11914,0,2,South,3,0,0,0,0,1,2,1,2,1
29061,0,4,Midlands,2,0,0,0,0,0,0,0,0,1
29675,1,6,Midlands,2,0,0,0,0,0,2,1,1,0
40593,0,4,North,3,1,0,0,0,0,1,2,0,2
44035,1,3,Midlands,4,0,0,0,0,0,3,2,0,4
6077,1,2,South,3,0,0,1,0,0,2,1,2,1
37647,1,5,South,3,1,0,0,0,0,2,2,0,0
18889,1,5,North,0,0,0,0,0,0,2,1,1,0
30459,1,4,North,2,0,0,0,0,0,2,0,2,1
4096,0,1,Midlands,3,-1,0,1,0,0,2,1,2,2
47487,1,1,North,3,0,0,0,1,0,1,2,1,2
21131,0,2,South,4,0,0,0,0,0,3,3,0,4
31477,0,3,Midlands,4,1,0,0,0,0,2,3,1,1
17197,1,6,Midlands,4,1,0,0,0,1,2,2,0,1
19921,1,3,North,3,1,0,0,0,0,3,3,2,1
4920,1,3,North,2,0,0,1,0,0,1,0,0,0
27392,0,3,North,4,0,0,0,0,0,2,2,1,1
6373,1,4,South,4,0,0,1,0,0,0,3,0,2
43037,1,2,North,4,0,0,0,0,0,3,3,2,1
37069,0,6,South,4,1,0,0,-1,0,0,1,1,0
26578,1,5,North,3,0,1,0,0,0,2,2,0,0
38027,1,3,Midlands,0,0,0,0,0,0,0,0,0,0
10665,1,5,North,3,1,0,0,0,0,1,2,0,0
3468,0,2,North,3,1,0,1,0,0,2,1,0,1
12201,0,4,South,3,1,0,0,0,1,2,1,1,0
28545,1,4,South,4,1,1,0,0,0,2,2,0,0
7059,0,3,North,3,1,0,1,0,0,2,2,0,2
39175,0,1,South,0,0,0,0,0,0,2,2,2,0
40931,1,3,Midlands,2,1,0,0,0,0,2,2,2,2
4417,0,6,Midlands,1,0,0,-1,0,0,0,0,0,1
47618,0,1,North,3,0,0,0,0,0,3,2,2,1
40241,0,4,North,3,0,0,0,0,0,3,0,1,1
14244,0,5,South,2,0,0,0,0,1,2,1,1,1
42580,1,3,Midlands,2,0,0,0,1,0,2,2,0,0
15202,0,3,North,3,0,0,0,0,1,2,2,0,1
9421,0,5,South,4,0,0,1,0,0,3,2,1,2
47445,1,1,Midlands,3,0,0,0,0,0,0,1,2,1
19736,0,3,Midlands,3,1,0,0,0,-1,2,1,0,0
48985,0,3,North,4,0,0,0,0,0,2,2,1,2
46093,1,3,North,3,0,0,0,1,0,2,2,2,1
31317,0,4,North,2,1,1,0,0,0,2,0,0,0
34039,0,6,Midlands,2,0,0,0,0,0,0,0,0,1
14796,1,5,North,3,0,0,0,0,1,0,3,0,1
37698,0,5,South,1,0,0,0,0,0,2,0,1,0
3484,1,2,Midlands,4,0,0,0,0,0,2,3,0,3
18041,0,1,South,3,1,0,0,0,1,2,1,0,1
25951,1,3,South,3,0,0,0,0,0,1,1,0,2
10484,1,1,North,4,1,0,0,0,0,2,3,2,1
18056,0,6,North,4,0,0,0,0,0,1,1,0,1
37535,0,5,South,3,1,0,0,1,0,1,1,1,0
38045,1,4,North,2,1,0,0,0,0,1,0,0,0
31320,0,1,Midlands,4,-1,0,0,0,0,0,2,0,0
377,0,3,Midlands,3,0,0,0,0,0,1,2,0,1
2667,0,4,Midlands,2,1,0,1,0,0,2,1,1,0
49272,1,2,North,4,1,0,0,0,0,0,2,0,0
40530,1,5,South,4,0,0,0,0,0,3,2,0,5
13767,1,7,Midlands,1,0,0,0,0,1,3,1,0,1
12741,0,3,North,4,1,0,0,0,0,3,1,1,1
14007,0,3,Midlands,2,0,0,0,0,1,2,2,2,1
13038,0,5,South,2,0,0,0,0,0,1,0,0,0
20937,0,5,North,2,1,0,0,0,0,2,1,0,0
31053,1,1,Northern Ireland,4,1,1,0,0,0,2,2,1,4
8186,1,4,North,2,1,0,1,0,0,1,1,0,1
6804,0,4,Midlands,3,0,0,0,0,0,1,2,1,1
32605,1,3,Midlands,3,1,0,0,0,0,1,2,2,0
31570,1,2,South,4,0,0,0,0,0,0,3,1,6
19743,0,5,South,2,1,0,0,0,1,2,1,0,0
50030,0,2,Midlands,2,0,0,0,1,0,2,1,2,0
41204,0,5,South,2,0,0,0,0,0,2,1,1,1
2171,1,5,North,2,1,0,1,0,0,3,0,0,4
36914,1,2,North,4,-1,0,0,1,0,2,3,1,3
39463,1,3,South,3,0,0,0,0,0,1,2,0,4
35199,0,2,South,4,0,1,0,0,0,3,2,1,1
28031,1,1,South,4,1,1,0,0,0,2,3,3,4
11954,0,3,Midlands,1,0,0,0,0,1,1,1,0,0
6890,0,4,Midlands,3,0,0,1,0,0,1,1,0,1
11513,1,1,North,2,-1,0,0,0,0,2,1,1,0
40326,1,5,North,3,1,0,0,0,0,2,1,0,0
49849,0,3,North,3,1,0,0,1,0,2,1,1,0
35639,0,2,South,4,1,1,0,0,0,3,2,0,0
39884,0,4,Midlands,2,1,0,0,0,0,2,2,0,0
38687,1,3,Midlands,1,1,0,0,0,0,0,0,2,1
42759,1,5,South,3,0,0,0,1,0,3,1,0,2
33633,0,1,North,4,1,0,0,0,0,2,3,1,1
32450,0,2,South,2,0,0,0,0,0,0,1,0,1
24498,0,5,North,3,0,0,0,0,0,2,2,1,0
1278,0,5,North,3,1,0,0,0,0,2,2,0,0
15234,0,3,Midlands,4,0,0,0,0,0,1,1,2,2
2449,0,2,Midlands,2,0,0,1,0,0,2,1,2,0
10612,1,5,Midlands,2,0,0,0,0,0,2,1,2,1
13985,0,2,Midlands,3,0,0,0,0,1,3,2,2,1
50413,1,2,North,3,0,0,0,1,0,1,2,2,1
16105,1,6,South,3,1,0,0,0,0,2,2,0,1
31045,1,1,South,4,0,0,0,0,0,3,2,2,2
44725,0,4,Midlands,1,0,0,0,1,0,1,1,2,3
13190,1,4,South,2,0,0,0,0,0,1,1,1,2
16000,1,3,North,4,1,0,0,0,1,3,2,1,2
42965,1,2,South,3,0,0,0,1,0,2,1,2,1
38680,0,5,South,4,1,0,0,0,0,1,2,0,0
34105,1,1,South,3,0,0,0,0,0,2,1,3,0
15708,1,5,Midlands,2,1,0,0,0,1,1,1,1,2
28531,1,4,South,2,1,1,0,0,0,2,1,0,1
16818,0,2,Midlands,2,0,0,0,0,1,3,0,2,0
19118,1,4,Midlands,4,1,0,0,0,0,2,2,0,1
48447,1,5,South,4,0,0,0,1,0,2,3,0,1
30644,1,5,Midlands,3,0,0,0,0,0,2,2,2,0
18573,1,5,North,3,-1,0,0,0,0,2,1,0,2
31328,0,2,Midlands,3,0,0,0,0,0,3,2,0,0
32557,0,6,South,3,1,0,0,0,0,2,1,0,0
15677,1,1,Midlands,2,-1,0,0,0,1,0,0,0,1
6751,0,3,North,2,1,0,1,0,0,2,1,2,1
19062,0,5,North,2,1,0,0,0,1,3,1,1,0
14646,0,2,South,3,1,0,0,0,1,1,2,2,1
43866,0,2,North,3,0,0,0,0,0,2,2,1,1
940,0,5,South,1,1,0,0,0,0,2,0,0,0
33344,0,6,North,2,1,0,0,0,0,0,1,2,0
37182,1,2,South,4,1,0,0,1,0,2,2,2,0
32727,0,5,North,3,1,0,0,0,0,3,1,1,1
49247,0,5,North,3,1,0,0,1,0,2,1,1,4
48041,1,4,Midlands,4,0,0,0,0,0,1,3,1,0
50483,0,6,South,3,0,0,0,0,0,2,1,1,2
46065,0,2,South,3,0,0,0,0,0,0,2,0,1
32688,1,3,North,4,1,0,0,0,0,3,3,2,3
25194,0,4,Midlands,3,0,0,0,0,0,2,2,2,1
9435,0,5,South,2,0,0,1,0,0,0,0,0,1
4360,1,4,North,3,1,0,1,0,0,3,2,1,0
45832,1,6,South,4,0,0,0,-1,0,1,2,1,1
30181,1,1,South,4,-1,-1,0,0,0,2,1,2,2
37174,1,1,Midlands,4,1,0,0,1,0,0,2,0,1
20990,1,3,North,4,1,0,0,0,0,3,3,2,3
19630,0,3,Midlands,3,1,0,0,0,1,3,2,1,3
49190,0,4,Midlands,2,1,0,0,1,0,1,1,2,2
17896,0,2,North,2,0,0,0,0,1,2,1,2,2
12162,1,3,South,3,0,0,0,0,0,0,2,1,0
33268,1,2,North,2,0,0,0,0,0,2,2,3,1
50555,0,2,Midlands,3,0,0,0,1,0,2,2,2,1
3833,0,2,South,3,0,0,1,0,0,2,1,1,0
7307,0,4,Northern Ireland,4,0,0,1,0,0,3,2,0,1
16242,1,6,South,2,1,0,0,0,1,2,1,0,0
21000,0,4,North,4,1,0,0,0,-1,2,1,0,1
44108,1,5,Midlands,3,0,0,0,1,0,2,2,1,2
46730,0,1,South,1,0,0,0,0,0,2,1,2,1
5462,1,4,Northern Ireland,4,1,0,1,0,0,3,2,0,4
10741,0,2,South,3,1,0,0,0,0,2,2,0,1
49682,0,3,Midlands,2,0,0,0,1,0,2,1,1,1
47354,0,1,South,4,0,0,0,1,0,2,2,1,0
18088,1,1,South,4,0,0,0,0,1,0,2,0,1
33238,0,7,Northern Ireland,2,1,0,0,0,0,2,1,0,1
6506,1,5,South,4,0,0,1,0,0,3,1,1,1
16470,0,5,North,4,0,0,0,0,0,0,2,0,1
28697,0,5,Midlands,3,-1,0,0,0,0,3,1,2,1
19541,1,7,North,4,1,0,0,0,-1,3,2,0,3
26035,0,5,North,2,0,1,0,0,0,2,1,1,0
35319,1,1,North,3,1,-1,0,0,0,2,1,1,0
34136,0,5,South,4,-1,0,0,0,0,2,2,0,0
47837,1,2,South,3,0,0,0,1,0,1,1,1,1
17740,1,3,South,3,1,0,0,0,1,1,1,1,1
28570,1,3,Midlands,3,0,0,0,0,0,2,2,0,0
19324,0,1,Midlands,4,1,0,0,0,1,2,2,0,4
39510,0,3,South,2,1,0,0,0,0,2,2,2,1
14210,0,4,South,2,0,0,0,0,1,3,0,0,1
26243,0,4,South,4,0,-1,0,0,0,2,1,2,0
50227,1,3,North,4,0,0,0,1,0,2,3,0,0
19641,1,4,South,4,0,0,0,0,-1,2,2,0,0
47912,0,3,North,2,0,0,0,-1,0,2,1,0,0
48388,1,5,Midlands,3,0,0,0,0,0,2,1,0,1
28662,0,4,South,3,-1,1,0,0,0,2,2,0,2
30690,1,3,South,3,0,0,0,0,0,2,1,0,0
36732,1,2,North,3,1,0,0,-1,0,1,2,1,1
39257,0,6,North,1,-1,0,0,0,0,3,1,2,0
35063,1,2,North,4,1,0,0,0,0,3,3,3,1
30201,1,2,North,4,0,1,0,0,0,3,3,1,2
46069,1,3,North,3,0,0,0,1,0,2,2,1,1
11798,0,6,South,3,1,0,0,0,0,1,2,1,2
9545,0,4,Midlands,4,0,0,1,0,0,3,2,1,1
11220,1,6,North,2,1,0,0,0,0,0,0,0,1
2427,1,6,North,0,0,0,0,0,0,1,1,1,0
33824,1,5,South,2,-1,0,0,0,0,2,1,0,0
6016,1,1,Midlands,4,0,0,1,0,0,2,2,0,1
48899,0,5,North,2,0,0,0,1,0,1,0,0,1
40295,0,2,North,2,0,0,0,0,0,1,1,1,2
7047,1,4,South,4,1,0,1,0,0,1,3,1,1
3683,1,4,South,3,1,0,1,0,0,2,1,0,0
38259,1,3,North,3,1,0,0,1,0,3,2,1,2
41718,0,4,South,4,0,0,0,0,0,3,2,1,1
6342,1,4,South,4,0,0,1,0,0,2,3,1,1
16723,1,7,North,2,0,0,0,0,-1,0,1,0,0
49668,1,2,Midlands,3,1,0,0,1,0,2,2,2,1
38436,0,2,North,1,0,0,0,0,0,0,0,0,1
7387,0,3,Midlands,3,0,0,0,0,0,3,1,1,1
47978,0,5,North,2,0,0,0,0,0,1,1,1,1
37625,1,3,North,3,1,0,0,1,0,2,2,0,0
4216,0,4,Midlands,3,1,0,0,0,0,3,2,2,1
19373,1,6,South,4,1,0,0,0,-1,1,2,0,1
31651,0,4,Midlands,4,1,1,0,0,0,3,2,0,1
50753,1,5,Midlands,2,0,0,0,0,0,2,1,0,1
8689,1,2,Midlands,3,0,0,1,0,0,2,2,1,1
10779,0,5,South,3,0,0,0,0,0,1,0,1,3
16440,0,4,Midlands,4,0,0,0,0,0,2,2,1,1
47122,0,1,Midlands,4,0,0,0,1,0,3,2,2,0
38012,0,5,Midlands,2,1,0,0,1,0,0,1,3,0
22636,1,3,South,3,-1,0,0,0,0,2,2,2,1
14473,1,6,Midlands,4,1,0,0,0,1,1,1,0,2
42088,1,3,North,4,0,0,0,1,0,2,2,0,1
32815,0,2,Midlands,4,0,0,0,0,0,2,3,0,1
30954,1,1,Midlands,4,1,1,0,0,0,3,2,2,1
4655,0,4,Northern Ireland,3,1,0,1,0,0,2,2,0,1
8895,1,1,North,3,0,0,1,0,0,1,2,1,0
39927,1,4,Midlands,3,-1,0,0,0,0,2,2,0,1
2755,1,2,North,3,1,0,1,0,0,1,2,1,5
13594,1,1,Midlands,4,-1,0,0,0,1,2,2,0,1
29993,1,3,South,4,0,-1,0,0,0,3,2,3,0
19383,0,3,Midlands,3,1,0,0,0,1,2,2,0,0
2039,0,2,Midlands,3,0,0,0,0,0,2,2,0,0
41013,1,2,North,4,0,0,0,1,0,2,2,2,1
34246,0,4,Midlands,3,1,0,0,0,0,2,1,1,1
12509,1,3,South,3,-1,0,0,0,1,0,2,1,0
18190,0,1,South,2,1,0,0,0,1,2,1,3,1
4328,0,1,North,2,0,0,0,0,0,1,0,0,1
43421,0,2,Midlands,3,0,0,0,0,0,0,2,2,1
38026,0,2,North,4,1,0,0,-1,0,3,2,1,1
36654,0,2,South,3,1,0,0,1,0,1,2,1,0
10307,1,2,South,4,1,0,1,0,0,1,2,1,1
37428,0,4,North,3,1,0,0,-1,0,1,1,0,1
37260,0,1,Midlands,4,1,0,0,-1,0,1,2,1,1
42388,1,5,Midlands,3,0,0,0,0,0,2,1,0,2
24865,1,3,South,0,0,0,0,0,0,1,1,1,1
39180,1,5,Midlands,2,1,0,0,0,0,2,1,0,2
37053,1,4,Midlands,2,0,0,0,1,0,2,0,3,0
34809,0,4,South,3,0,0,0,0,0,2,0,0,1
10668,1,6,North,3,1,0,0,0,0,3,1,1,1
27516,0,3,Midlands,3,0,0,0,0,0,0,1,2,0
17394,0,2,North,2,1,0,0,0,1,2,2,1,0
45251,0,4,North,2,0,0,0,0,0,2,2,2,1
29594,0,3,Midlands,3,1,1,0,0,0,3,2,2,1
39670,0,4,South,4,0,0,0,0,0,2,2,0,1
10156,1,3,South,4,0,0,0,0,0,0,1,0,1
9343,1,3,North,3,1,0,1,0,0,2,2,0,1
3712,0,5,South,1,-1,0,0,0,0,0,1,1,1
33078,1,3,North,4,1,0,0,0,0,2,2,2,2
30309,0,3,Midlands,3,0,1,0,0,0,2,2,0,1
1862,1,1,North,3,0,0,1,0,0,2,2,0,6
45430,1,3,Midlands,4,0,0,0,1,0,2,2,3,0
14753,0,5,South,3,1,0,0,0,1,2,1,0,1
17213,1,7,South,2,1,0,0,0,-1,0,0,0,0
8222,1,3,North,3,1,0,1,0,0,2,2,1,1
29981,0,2,Northern Ireland,2,0,0,0,0,0,0,1,1,2
17236,1,6,Midlands,4,-1,0,0,0,0,1,2,0,1
37728,0,2,North,4,1,0,0,1,0,2,2,1,2
11116,0,6,Midlands,0,-1,0,0,0,-1,0,0,0,1
14700,1,2,North,4,0,0,0,0,1,3,3,0,1
41590,1,2,Midlands,3,0,0,0,0,0,1,2,1,0
2466,1,3,North,2,0,0,0,0,0,0,1,0,0
44183,0,5,Midlands,3,0,0,0,1,0,0,1,0,1
3805,1,2,South,4,-1,0,1,0,0,3,3,1,2
25684,0,2,South,4,0,0,0,0,0,2,3,0,1
36934,0,6,North,4,1,0,0,1,0,2,2,0,1
47944,0,5,North,3,0,0,0,1,0,2,1,0,2
8166,1,5,North,4,0,0,0,0,0,2,2,0,2
32147,1,2,Northern Ireland,3,0,1,0,0,0,2,2,2,1
36589,1,1,South,3,1,0,0,1,0,3,2,2,1
31822,0,5,South,3,1,1,0,0,0,3,2,2,0
8755,0,3,North,2,0,0,0,0,0,3,0,3,1
50449,0,2,South,2,0,0,0,0,0,2,1,2,1
6722,0,2,North,2,0,0,1,0,0,2,2,2,1
18820,1,2,South,3,0,0,0,0,0,2,1,1,1
4394,0,2,Midlands,4,0,0,1,0,0,1,3,1,1
29439,1,4,North,4,1,-1,0,0,0,2,2,0,0
20691,0,3,Midlands,3,1,0,0,0,1,2,2,1,2
2240,1,5,Midlands,4,0,0,0,0,0,0,0,0,2
5915,1,2,North,4,0,0,0,0,0,2,2,0,2
8597,0,3,Midlands,4,0,0,1,0,0,2,2,0,2
3475,0,4,South,4,1,0,1,0,0,2,0,0,1
18571,1,3,South,2,0,0,0,0,0,0,0,0,1
8494,0,5,North,2,0,0,1,0,0,1,1,1,0
29642,0,7,North,3,0,0,0,0,0,2,1,0,2
18824,1,4,North,2,0,0,0,0,0,1,2,1,1
27561,1,3,Midlands,2,0,0,0,0,0,2,1,2,4
10398,0,2,North,3,1,0,0,0,0,2,2,0,2
15447,1,1,North,4,-1,0,0,0,1,2,2,3,1
39686,1,3,South,4,1,0,0,0,0,3,3,0,3
20026,1,2,South,3,-1,0,0,0,-1,1,2,2,1
39822,1,3,North,3,-1,0,0,0,0,0,2,0,1
39654,1,4,North,3,1,0,0,0,0,2,1,0,3
18508,0,4,North,3,0,0,0,0,1,3,2,1,1
11130,1,6,South,3,1,0,0,0,0,2,1,1,6
40023,0,2,Midlands,1,1,0,0,0,0,2,1,1,0
29496,1,3,Midlands,3,0,0,0,0,0,0,1,0,0
1838,1,1,Midlands,3,1,0,0,0,0,3,2,1,0
19326,0,1,North,2,1,0,0,0,1,2,1,0,0
18792,0,4,South,4,1,0,0,0,0,2,2,0,1
33689,1,2,North,3,1,1,0,0,0,3,2,3,1
33572,1,2,North,2,0,0,0,0,0,0,1,0,1
26329,1,4,South,2,0,0,0,0,0,3,1,1,2
46477,0,1,South,4,0,0,0,1,0,2,2,1,2
48623,0,2,Midlands,3,0,0,0,1,0,2,2,3,1
31013,0,1,North,4,1,1,0,0,0,2,3,1,1
14383,0,4,North,3,0,0,0,0,0,2,1,0,1
45782,0,1,Midlands,3,0,0,0,1,0,2,2,1,0
17487,0,2,South,4,0,0,0,0,1,0,3,3,0
30385,0,5,South,2,0,0,0,0,0,1,1,2,1
48581,1,3,Midlands,0,0,0,0,1,0,0,0,0,1
36241,0,7,North,2,1,0,0,1,0,1,0,2,1
26165,0,2,North,3,0,1,0,0,0,2,2,2,1
11620,1,4,South,4,0,0,0,0,1,2,1,0,0
16653,0,2,South,3,0,0,0,0,1,1,1,2,0
20325,0,5,North,4,1,0,0,0,0,2,2,0,0
29390,1,4,North,4,0,0,0,0,0,1,2,1,1
25584,0,1,North,3,0,0,0,0,0,3,2,1,1
10441,0,1,Midlands,3,1,0,0,0,0,2,2,1,1
9180,1,5,South,2,0,0,1,0,0,2,2,0,1
13828,0,6,South,2,1,0,0,0,0,0,0,0,1
21268,0,1,Midlands,4,0,0,0,0,0,3,2,1,1
49924,1,3,North,0,0,0,0,1,0,1,0,0,0
43533,0,2,South,4,0,0,0,0,0,2,2,0,0
23189,1,1,Midlands,2,0,0,0,0,0,1,1,1,1
5428,0,3,Midlands,4,1,0,1,0,0,2,3,1,2
32313,0,2,South,4,1,0,0,0,0,3,2,1,2
31908,0,3,North,3,1,1,0,0,0,2,1,1,1
6143,1,6,North,3,0,0,0,0,0,2,2,0,1
18806,0,3,South,4,1,0,0,0,1,3,1,0,2
23663,0,4,North,3,0,0,0,0,0,2,2,2,0
17491,1,3,South,4,0,0,0,0,1,2,1,1,1
4858,1,3,South,4,0,0,1,0,0,1,2,1,2
31645,0,4,North,3,1,1,0,0,0,2,1,0,2
32268,0,2,South,3,1,0,0,0,0,2,2,1,1
30058,0,5,South,3,1,0,0,0,0,1,1,0,1
17809,0,2,North,4,0,0,0,0,0,0,2,0,1
36197,1,2,Midlands,2,0,0,0,0,0,1,1,0,1
36521,1,4,North,3,1,0,0,1,0,2,2,2,2
28179,1,5,Midlands,4,0,0,0,0,0,2,3,0,1
16076,0,4,North,4,0,0,0,0,1,3,2,0,1
11459,0,5,North,3,0,0,0,0,1,2,1,1,1
13554,1,4,North,3,0,0,0,0,-1,1,2,0,2
19051,0,4,Midlands,3,0,0,0,0,-1,3,1,0,1
15929,0,4,South,4,0,0,0,0,0,1,3,0,1
11686,0,4,North,3,1,0,0,0,1,2,0,0,1
32956,1,2,North,4,1,0,0,0,0,2,1,0,3
